index,patch_name,parent_id,complete_model_name,pred_x,pred_y,pred_z,gt_x,gt_y,gt_z,error_mm
0,Scissors_001_patch_00000,001,bigpointcloud_001.ply,0.01140027679502964,0.0008444529958069324,0.008093251846730709,0.011015912517905235,0.00048183207400143147,0.007035045884549618,1.1828058632090688
1,Scissors_001_patch_00001,001,bigpointcloud_001.ply,0.011466528289020061,0.0008556228713132441,0.00818454846739769,0.008190479129552841,-0.0005309134721755981,0.004173871595412493,5.361017771065235
2,Scissors_001_patch_00002,001,bigpointcloud_001.ply,0.011392598040401936,0.000852514524012804,0.008097052574157715,0.012983657419681549,-0.0006856817053630948,0.008893315680325031,2.351925242692232
3,Scissors_001_patch_00003,001,bigpointcloud_001.ply,0.011421408504247665,0.0008442781982012093,0.008122663013637066,0.011242317967116833,-0.0005752896540798247,0.006652526557445526,2.0514745265245438
4,Scissors_001_patch_00004,001,bigpointcloud_001.ply,0.011443018913269043,0.0008451737812720239,0.00812777690589428,0.006685328669846058,2.685411527636461e-05,0.003090369515120983,6.977158132940531
5,Scissors_001_patch_00005,001,bigpointcloud_001.ply,0.011396347545087337,0.0008564713643863797,0.00809246301651001,0.011925093829631805,0.0012142281047999859,0.00866796262562275,0.8595128310844302
6,Scissors_001_patch_00006,001,bigpointcloud_001.ply,0.011409055441617966,0.0008577920962125063,0.008106463588774204,0.014509878121316433,-0.0002151728403987363,0.012401806190609932,5.405212752521038
7,Scissors_001_patch_00007,001,bigpointcloud_001.ply,0.011443047784268856,0.0008552452782168984,0.00814888533204794,0.011841988191008568,-0.0002615993143990636,0.007588147185742855,1.311839441768825
8,Scissors_001_patch_00008,001,bigpointcloud_001.ply,0.011380596086382866,0.00083865353371948,0.008089713752269745,0.01447074580937624,-0.00022637897927779704,0.011661623604595661,4.8416792415082455
9,Scissors_001_patch_00009,001,bigpointcloud_001.ply,0.01144452579319477,0.000839425134472549,0.00815586093813181,0.008482597768306732,-0.00012295524356886744,0.004340381361544132,4.925147630274296
10,Scissors_001_patch_00010,001,bigpointcloud_001.ply,0.011402279138565063,0.0008553314255550504,0.008109263144433498,0.010640972293913364,-0.0007150454330258071,0.006111521273851395,2.652667462825775
11,Scissors_001_patch_00011,001,bigpointcloud_001.ply,0.011386673897504807,0.0008297453750856221,0.008089171722531319,0.005089356563985348,0.00032440555514767766,0.002348527079448104,8.53619258850813
12,Scissors_001_patch_00012,001,bigpointcloud_001.ply,0.011423344723880291,0.0008700325852259994,0.008108983747661114,0.008882164023816586,0.0010458555771037936,0.00473740603774786,4.225641954690218
13,Scissors_001_patch_00013,001,bigpointcloud_001.ply,0.011403261683881283,0.0008464969578199089,0.00809828657656908,0.01420406624674797,0.0010064305970445275,0.012790696695446968,5.467064678668976
14,Scissors_001_patch_00014,001,bigpointcloud_001.ply,0.011425942182540894,0.0008278427412733436,0.008134164847433567,0.012875295244157314,0.00028921416378580034,0.009099232032895088,1.8226627726107836
15,Scissors_001_patch_00015,001,bigpointcloud_001.ply,0.0114216273650527,0.0008486730512231588,0.008124078623950481,0.012588168494403362,-3.704709524754435e-05,0.009673213586211205,2.131932880729437
16,Scissors_001_patch_00016,001,bigpointcloud_001.ply,0.011398482136428356,0.000827776500955224,0.008094804361462593,0.015561114065349102,-0.00046272590407170355,0.01503237709403038,8.192851208150387
17,Scissors_001_patch_00017,001,bigpointcloud_001.ply,0.011417660862207413,0.0008502466371282935,0.008075938560068607,0.009804579429328442,0.0006909894291311502,0.005387625657021999,3.1391752418130636
18,Scissors_001_patch_00018,001,bigpointcloud_001.ply,0.011466220021247864,0.0008493379573337734,0.008188437670469284,0.013431085273623466,-0.0001564261910971254,0.009525647386908531,2.5807723868638277
19,Scissors_001_patch_00019,001,bigpointcloud_001.ply,0.011395457200706005,0.0008398450445383787,0.008105010725557804,0.013999288901686668,0.000799846719019115,0.010944148525595665,3.85256321169436
20,Scissors_001_patch_00020,001,bigpointcloud_001.ply,0.011412420310080051,0.000826475559733808,0.008152027614414692,0.011805100366473198,0.0012366403825581074,0.008366167545318604,0.6068679504096508
21,Scissors_001_patch_00021,001,bigpointcloud_001.ply,0.011411083862185478,0.0008440490928478539,0.008103309199213982,0.014349463395774364,0.0005483725108206272,0.013019044883549213,5.734628066420555
22,Scissors_001_patch_00022,001,bigpointcloud_001.ply,0.011425976641476154,0.000835222308523953,0.008149508386850357,0.015531287528574467,0.0001671838399488479,0.01488245464861393,7.914064452052116
23,Scissors_001_patch_00023,001,bigpointcloud_001.ply,0.011433470994234085,0.0008569383062422276,0.008144373074173927,0.012206211686134338,0.0006346634472720325,0.007877334952354431,0.8472565677948296
24,Scissors_001_patch_00024,001,bigpointcloud_001.ply,0.011403176933526993,0.0008301096968352795,0.008127898909151554,0.014138001948595047,0.0002616155834402889,0.011072229593992233,4.058514256030321
25,Scissors_001_patch_00025,001,bigpointcloud_001.ply,0.011474231258034706,0.000822015106678009,0.008200570940971375,0.014546971768140793,-0.00016040998161770403,0.012468929402530193,5.350306164473295
26,Scissors_001_patch_00026,001,bigpointcloud_001.ply,0.011465397663414478,0.0008332209545187652,0.008195444010198116,0.012586497701704502,0.0003987688396591693,0.00867296289652586,1.2936916900798678
27,Scissors_001_patch_00027,001,bigpointcloud_001.ply,0.011430978775024414,0.0008535797242075205,0.008109144866466522,0.011827397160232067,5.738668915000744e-05,0.00798430759459734,0.8981398423202336
28,Scissors_001_patch_00028,001,bigpointcloud_001.ply,0.01145126298069954,0.0008438201039098203,0.00817124918103218,0.007847031578421593,-0.00019891785632353276,0.0038975963834673166,5.686993710696697
29,Scissors_001_patch_00029,001,bigpointcloud_001.ply,0.01138492114841938,0.0008505597361363471,0.0080986013635993,0.012411326169967651,-0.00018953371909447014,0.008187971077859402,1.46399752702564
30,Scissors_001_patch_00030,001,bigpointcloud_001.ply,0.011431635357439518,0.0008365351241081953,0.008124731481075287,0.008317348547279835,0.0008206423954106867,0.004167791455984116,5.035514943301678
31,Scissors_001_patch_00031,001,bigpointcloud_001.ply,0.011455530300736427,0.000839538115542382,0.008173306472599506,0.007529316004365683,-0.00037811623769812286,0.003612689906731248,6.139793898910284
32,Scissors_001_patch_00032,001,bigpointcloud_001.ply,0.011412345804274082,0.0008585450705140829,0.008121095597743988,0.014344677329063416,0.0006836287211626768,0.011473151855170727,4.4570667669177055
33,Scissors_001_patch_00033,001,bigpointcloud_001.ply,0.011444127187132835,0.0008547044708393514,0.008121873252093792,0.010602666065096855,0.0007620493997819722,0.006647385656833649,1.700222142972052
34,Scissors_001_patch_00034,001,bigpointcloud_001.ply,0.011394859291613102,0.0008226836798712611,0.008123265579342842,0.011510022915899754,-3.928727892343886e-05,0.0070749493315815926,1.3620659010484815
35,Scissors_001_patch_00035,001,bigpointcloud_001.ply,0.01142014842480421,0.0008212003158405423,0.008133860304951668,0.012202879413962364,-0.0007344583282247186,0.008552753366529942,1.7911485629156232
36,Scissors_001_patch_00036,001,bigpointcloud_001.ply,0.011381636373698711,0.0008467434090562165,0.008086063899099827,0.01407826691865921,0.0007673395448364317,0.011573933064937592,4.409461747854948
37,Scissors_001_patch_00037,001,bigpointcloud_001.ply,0.011410312727093697,0.0008225779747590423,0.008116734214127064,0.015074776485562325,-0.00023496335779782385,0.01337259542196989,6.493902299553156
38,Scissors_001_patch_00038,001,bigpointcloud_001.ply,0.011412874795496464,0.0008365120738744736,0.00810929574072361,0.01356993243098259,0.0007223677239380777,0.010481796227395535,3.208533162251115
39,Scissors_001_patch_00039,001,bigpointcloud_001.ply,0.01146164070814848,0.0008513296488672495,0.008173471316695213,0.01200117263942957,-0.00010841005860129371,0.007758447900414467,1.1766221141442657
40,Scissors_001_patch_00040,001,bigpointcloud_001.ply,0.011435400694608688,0.0008563830051571131,0.008134990930557251,0.009300661273300648,-7.574407936772332e-05,0.00499786576256156,3.907368518412113
41,Scissors_001_patch_00041,001,bigpointcloud_001.ply,0.011414499022066593,0.0008343277731910348,0.008096527308225632,0.012599393725395203,0.0003579472249839455,0.008571311831474304,1.3624735875055194
42,Scissors_001_patch_00042,001,bigpointcloud_001.ply,0.011421933770179749,0.0008513798820786178,0.008123681880533695,0.014745155349373817,0.00040790362982079387,0.012387078255414963,5.423746071755886
43,Scissors_001_patch_00043,001,bigpointcloud_001.ply,0.01142588909715414,0.0008575167739763856,0.008128966204822063,0.009955017827451229,-0.00018436132813803852,0.00553858932107687,3.1557921320199966
44,Scissors_001_patch_00044,001,bigpointcloud_001.ply,0.011394284665584564,0.0008241900941357017,0.008114953525364399,0.012839799746870995,0.0008483006968162954,0.009287167340517044,1.8612308194860816
45,Scissors_001_patch_00045,001,bigpointcloud_001.ply,0.011426999233663082,0.0008353577577508986,0.008146674372255802,0.011976824142038822,0.0005177066195756197,0.008423405699431896,0.6926686619408429
46,Scissors_001_patch_00046,001,bigpointcloud_001.ply,0.011412912048399448,0.0008540055714547634,0.008111019618809223,0.011871100403368473,-7.498994818888605e-05,0.007650100626051426,1.1337617179378867
47,Scissors_001_patch_00047,001,bigpointcloud_001.ply,0.011414090171456337,0.0008409256115555763,0.008114280179142952,0.008308866061270237,-0.0006094522541388869,0.00423702085390687,5.174857564270496
48,Scissors_001_patch_00048,001,bigpointcloud_001.ply,0.011436238884925842,0.0008486423175781965,0.00814888533204794,0.010640124790370464,0.0006096444558352232,0.006295102648437023,2.0316073205322027
49,Scissors_001_patch_00049,001,bigpointcloud_001.ply,0.011409993283450603,0.0008379052160307765,0.00812598504126072,0.013104310259222984,-0.00020232092356309295,0.010187393054366112,2.8639454394578934
50,Scissors_002_patch_00000,002,bigpointcloud_002.ply,0.011507688090205193,0.0008306833915412426,0.008233999833464622,0.009850885719060898,-1.5293026933704823e-07,0.007208768278360367,2.1181083284318447
51,Scissors_002_patch_00001,002,bigpointcloud_002.ply,0.011496723629534245,0.0008390352595597506,0.008223825134336948,0.009636779315769672,1.5515994164161384e-05,0.006954325828701258,2.397750038653612
52,Scissors_002_patch_00002,002,bigpointcloud_002.ply,0.011455747298896313,0.00082110904622823,0.008180774748325348,0.010141558013856411,0.0007810491370037198,0.00694813160225749,1.8022506264969707
53,Scissors_002_patch_00003,002,bigpointcloud_002.ply,0.011489290744066238,0.0008342444780282676,0.00821793545037508,0.012978757731616497,0.0008468324667774141,0.011320995166897774,3.442041575908661
54,Scissors_002_patch_00004,002,bigpointcloud_002.ply,0.011450493708252907,0.0008370830910280347,0.008197913877665997,0.011362546123564243,-7.70885671954602e-05,0.008924758993089199,1.1712166015058756
55,Scissors_002_patch_00005,002,bigpointcloud_002.ply,0.011426763609051704,0.0008343347581103444,0.008183269761502743,0.009876645170152187,0.0001354598207399249,0.007446405477821827,1.8531762761995196
56,Scissors_002_patch_00006,002,bigpointcloud_002.ply,0.011494150385260582,0.0008375964825972915,0.008211979642510414,0.007607446517795324,0.00011835740588139743,0.004626485053449869,5.336622707545757
57,Scissors_002_patch_00007,002,bigpointcloud_002.ply,0.011471398174762726,0.0008243708871304989,0.008200420066714287,0.009230833500623703,0.0003841149155050516,0.007467059418559074,2.398285549134016
